ESVs,species,identity_percentage,coverage,evalue,bitscore,source
ESV_1169,Trifarina_earlandi_&_Uvigerina_bifurcata,97.833,100,2.62E-159,556,Genbank
ESV_1170,Cribrostomoides_17496,79.114,96,1.1E-53,206,Genbank
ESV_1172,Borelis_schlumbergeri_3737_Spermonde,88,100,2.19E-105,377,Genbank
ESV_1174,Cyrea_szymborska_17247,95.161,96,9.74E-139,488,Genbank
ESV_1175,Heterostegina_depressa_sp1_Spermonde,98.142,100,1.57E-161,564,Genbank
ESV_1177,Heterostegina_depressa_sp2_Spermonde,97.222,100,1.58E-156,547,Genbank
ESV_1178,Pyrgo_Rik_9347_consensus0_1557,97.516,100,4.38E-157,549,Genbank
ESV_1179,Milliolid_red_Rik_9370_9371_9372_Israel,98.442,100,4.35E-162,566,Genbank
ESV_1180,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_1181,Milliolids_Rik_9329_consensus0_52,99.071,100,1.56E-166,580,Genbank
ESV_1183,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,99.381,100,3.36E-168,586,Genbank
ESV_1184,Lacogromia_cassipara_18990,89.474,100,7.8E-115,409,Genbank
ESV_1185,Miliolid_Rik_9400_9405_Israel,98.754,100,9.34E-164,571,Genbank
ESV_1186,Amphistegina_papillosa_Spermonde_3741,96.904,100,7.37E-155,542,Genbank
ESV_1188,Discanomalina_coronata_18034,96.238,99,2.67E-149,523,Genbank
ESV_1189,Discanomalina_coronata_18034,93.417,99,2.73E-134,473,Genbank
ESV_1190,Textularid_Rik_9399_consensus0_1584,89.375,99,1.31E-112,401,Genbank
ESV_1193,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,91.641,100,1.65E-126,448,Genbank
ESV_1196,Eggerelloides_scaber_12301,92.26,100,7.64E-130,459,Genbank
ESV_1198,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_1200,Elphidium_Rik_9327_9337_9350_Spermonde,95.046,100,7.48E-145,508,Genbank
ESV_1201,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,87.037,100,1.71E-101,364,Genbank
ESV_1202,Amphistegina_lobifera,96.904,100,7.37E-155,542,Genbank
ESV_1203,Amphistegina_lobifera,93.498,99,5.86E-136,479,Genbank
ESV_1204,Cyrea_szymborska_17247,92.88,96,1.65E-126,448,Genbank
ESV_1205,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,98.452,100,3.38E-163,569,Genbank
ESV_1206,Lacogromia_cassipara_18990,90.402,100,7.75E-120,425,Genbank
ESV_1208,Eggerelloides_scaber_12301,92.879,100,3.53E-133,470,Genbank
ESV_1209,Trifarina_earlandi_&_Uvigerina_bifurcata,96.904,100,7.37E-155,542,Genbank
ESV_1210,Textularid_Rik_9397_consensus4_105,99.381,100,3.36E-168,586,Genbank
ESV_1211,Miliolid_Rik_9365_consensus0_1988,79.876,100,1.4E-62,235,Genbank
ESV_1212,Planorbulinella_sp._17893,97.806,99,1.23E-157,551,Genbank
ESV_1213,Encrusting_Rik_9441_consensus0_977,96.904,99,2.65E-154,540,Genbank
ESV_1214,Operculina_heterosteginoides,95.625,99,1.61E-146,514,Genbank
ESV_1215,Sorites_sp1_Spermonde,97.476,99,7.32E-155,542,Genbank
ESV_1217,Murrayinella_globosa_18043,96.594,100,3.43E-153,536,Genbank
ESV_1218,Encrusting_Rik_9441_consensus0_977,98.758,99,2.61E-164,573,Genbank
ESV_1220,Haynesina_germanica_18209,95.356,100,1.61E-146,514,Genbank
ESV_1221,Encrusting_Rik_9441_consensus0_977,91.641,100,1.65E-126,448,Genbank
ESV_1223,Entzia_macrescens_13533,79.618,96,1.41E-57,219,Genbank
ESV_1224,Stainforthia_sp._17321,96.904,100,7.37E-155,542,Genbank
ESV_1227,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,89.815,100,1.68E-116,414,Genbank
ESV_1228,Eggerelloides_scaber_12301,96.904,100,7.37E-155,542,Genbank
ESV_1229,Elphidium_Rik_9327_9337_9350_Spermonde,95.597,98,2.08E-145,510,Genbank
ESV_1230,Murrayinella_globosa_18043,93.548,96,2.12E-130,460,Genbank
ESV_1234,Cyrea_szymborska_17247,95.469,96,7.48E-140,492,Genbank
ESV_1235,Eggerelloides_scaber_12301,97.17,98,9.54E-154,538,Genbank
ESV_1236,Borelis_schlumbergeri_3737_Spermonde,94.704,100,4.47E-142,499,Genbank
ESV_1240,Planorbulinella_sp._17893,98.142,100,1.57E-161,564,Genbank
ESV_1241,Pyrgo_Rik_9347_consensus0_1557,86.462,100,4.78E-97,350,Genbank
ESV_1242,Cyrea_szymborska_17247,94.839,96,4.53E-137,483,Genbank
ESV_1243,Eggerelloides_scaber_12301,95.342,99,5.78E-146,512,Genbank
ESV_1244,Pyrgo_Rik_9347_consensus0_1557,86.769,100,1.03E-98,355,Genbank
ESV_1245,Encrusting_Rik_9441_consensus0_977,98.447,99,1.22E-162,568,Genbank
ESV_1246,Encrusting_Rik_9441_consensus0_977,98.452,99,1.22E-162,568,Genbank
ESV_1247,Cyrea_szymborska_17247,94.156,96,3.51E-133,470,Genbank
ESV_1249,Eggerelloides_scaber_12301,88,100,1.7E-106,381,Genbank
ESV_1251,Stainforthia_sp._17321,92.857,99,1.27E-132,468,Genbank
ESV_1252,Encrusting_Rik_9441_consensus0_977,96.865,99,1.23E-152,534,Genbank
ESV_1253,Murrayinella_globosa_18043,92.26,100,7.64E-130,459,Genbank
ESV_1254,Peneroplis_sp1_Spermonde,100,94,2.02E-160,560,Genbank
ESV_1255,Textularid_Rik_9398_consensus128_73,91.304,100,9.89E-124,438,Genbank
ESV_1257,Textularia_gramen_13633,95.161,96,2.71E-139,490,Genbank
ESV_1258,Murrayinella_globosa_18043,83.178,99,2.28E-80,294,Genbank
ESV_1259,Textularia_gramen_13633,81.699,93,6.47E-66,246,Genbank
ESV_1260,Peneroplis_sp1_Spermonde,100,94,7.27E-160,558,Genbank
ESV_1261,Miliolid_Rik_9365_consensus0_1988,98.131,100,2.02E-160,560,Genbank
ESV_1263,Amphistegina_lessonii,98.355,94,1.23E-152,534,Genbank
ESV_1264,Rosalina_sp._17595,95.385,100,1.61E-146,514,Genbank
ESV_1265,Cyrea_szymborska_17247,97.097,96,9.6E-149,521,Genbank
ESV_1267,Cyrea_szymborska_17247,88.462,96,1.02E-103,372,Genbank
ESV_1269,Trifarina_earlandi_&_Uvigerina_bifurcata,97.833,100,7.32E-160,558,Genbank
ESV_1270,Rosalina_sp._17595,97.17,98,9.54E-154,538,Genbank
ESV_1271,Cribrorotalia_sp._17611,87.888,99,2.2E-105,377,Genbank
ESV_1272,Haynesina_germanica_18209,94.118,100,7.53E-140,492,Genbank
ESV_1274,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_1275,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_1278,Rosalina_sp._17595,97.812,99,3.41E-158,553,Genbank
ESV_1279,Murrayinella_globosa_18043,97.833,100,7.32E-160,558,Genbank
ESV_1280,Trifarina_earlandi_&_Uvigerina_bifurcata,92.405,98,1.28E-127,451,Genbank
ESV_1281,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,93.168,99,2.73E-134,473,Genbank
ESV_1283,Trifarina_earlandi_&_Uvigerina_bifurcata,95.031,99,2.69E-144,507,Genbank
ESV_1284,Sorites_sp1_Spermonde,97.484,99,2.04E-155,544,Genbank
ESV_1285,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,84.259,100,1.75E-86,315,Genbank
ESV_1286,Trifarina_earlandi_&_Uvigerina_bifurcata,90.654,99,2.15E-120,427,Genbank
ESV_1288,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_1289,Murrayinella_globosa_18043,92.903,96,4.58E-127,449,Genbank
ESV_1292,Heterostegina_depressa_sp1_Spermonde,96.594,100,1.23E-152,534,Genbank
ESV_1293,Amphistegina_lobifera,97.523,100,3.41E-158,553,Genbank
ESV_1294,Heterostegina_depressa_sp1_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_1295,Trifarina_earlandi_&_Uvigerina_bifurcata,85.759,100,8.03E-95,342,Genbank
ESV_1296,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,99.071,100,1.56E-166,580,Genbank
ESV_1297,Operculina_ammonoides,98.142,100,1.57E-161,564,Genbank
ESV_1300,Cyrea_szymborska_17247,92.105,94,2.15E-120,427,Genbank
ESV_1301,Haynesina_germanica_18209,98.142,100,1.57E-161,564,Genbank
ESV_1303,Borelis_schlumbergeri_3737_Spermonde,93.146,100,9.75E-134,472,Genbank
ESV_1304,Cyrea_szymborska_17247,94.426,94,4.55E-132,466,Genbank
ESV_1305,Planorbulinella_sp._17893,81.081,100,8.21E-65,243,Genbank
ESV_1306,Eggerelloides_scaber_12301,95.356,100,1.61E-146,514,Genbank
ESV_1307,Lacogromia_cassipara_18990,88.58,100,7.86E-110,392,Genbank
ESV_1308,Planorbulinella_sp._17893,98.452,99,1.22E-162,568,Genbank
ESV_1309,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,99.338,94,1.57E-156,547,Genbank
ESV_1310,Encrusting_Rik_9441_consensus0_977,98.452,100,3.38E-163,569,Genbank
ESV_1312,Pyrgo_Rik_9347_consensus0_1557,85.813,89,4.9E-82,300,Genbank
ESV_1313,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,82.209,99,3.8E-73,270,Genbank
ESV_1315,Amphistegina_lobifera,95.666,100,3.45E-148,520,Genbank
ESV_1316,Cyrea_szymborska_17247,92.581,96,7.67E-125,442,Genbank
ESV_1318,Amphistegina_lobifera,95.975,100,7.42E-150,525,Genbank
ESV_1319,Neorotalia_calcar_Rik_9418_9419_9420_9425_Israel,83.442,95,1.76E-76,281,Genbank
ESV_1322,Planorbulinella_sp._17893,98.447,99,1.22E-162,568,Genbank
ESV_1326,Textularia_gramen_13633,95.484,96,5.82E-141,496,Genbank
ESV_1327,Borelis_schlumbergeri_3737_Spermonde,93.458,100,2.09E-135,477,Genbank
ESV_1328,Murrayinella_globosa_18043,88.58,100,7.86E-110,392,Genbank
ESV_1329,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,81.481,100,1.79E-71,265,Genbank
ESV_1331,Cyrea_szymborska_17247,93.548,96,2.12E-130,460,Genbank
ESV_1333,Eggerelloides_scaber_12301,88.401,99,1.31E-107,385,Genbank
ESV_1336,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_1337,Operculina_sp_5195_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_1338,Amphistegina_lobifera,97.833,100,7.32E-160,558,Genbank
ESV_1339,Eggerelloides_scaber_12301,89.137,97,3.64E-108,387,Genbank
ESV_1341,Amphistegina_radiata_Spermonde,96.904,99,2.65E-154,540,Genbank
ESV_1344,Pyrgo_Rik_9347_consensus0_1557,95.327,100,2.07E-145,510,Genbank
ESV_1345,Encrusting_Rik_9441_consensus0_977,92.26,100,7.64E-130,459,Genbank
ESV_1347,Rosalina_sp._17595,94.062,99,3.5E-138,486,Genbank
ESV_1349,Discanomalina_coronata_18034,92.767,98,7.61E-130,459,Genbank
ESV_1350,Haynesina_germanica_18209,93.498,100,1.63E-136,481,Genbank
ESV_1351,Elphidium_Rik_9327_9337_9350_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_1352,Oridorsalis_umbonatus_18653,97.523,100,3.41E-158,553,Genbank
ESV_1354,Encrusting_Rik_9441_consensus0_977,97.833,100,7.32E-160,558,Genbank
ESV_1355,Encrusting_Rik_9441_consensus0_977,97.523,100,3.41E-158,553,Genbank
ESV_1356,Stainforthia_sp._17321,91.509,98,9.95E-124,438,Genbank
ESV_1357,Amphistegina_papillosa_Spermonde_3741,97.523,100,3.41E-158,553,Genbank
ESV_1358,Amphistegina_lobifera,95.046,100,7.48E-145,508,Genbank
ESV_1359,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,98.762,100,7.27E-165,575,Genbank
ESV_1361,Glabratella_sp._17918,98.142,100,1.57E-161,564,Genbank
ESV_1362,Textularid_Rik_9399_consensus0_1584,80.878,98,6.47E-66,246,Genbank
ESV_1363,Textularid_Rik_9399_consensus0_1584,77.846,98,1.11E-48,189,Genbank
ESV_1364,Cyrea_szymborska_17247,98.35,94,4.41E-152,532,Genbank
ESV_1365,Textularid_Rik_9399_consensus0_1584,85.58,99,1.34E-92,335,Genbank
ESV_1366,Vertebralina_Rik_9325_consensus0_1751,97.508,100,4.38E-157,549,Genbank
ESV_1368,Peneroplis_sp1_Spermonde,98.68,94,9.47E-154,538,Genbank
ESV_1369,Lacogromia_cassipara_18990,81.79,100,3.84E-73,270,Genbank
ESV_1370,Glabratella_sp._17918,99.381,100,3.36E-168,586,Genbank
ESV_1372,Milliolid_red_Rik_9370_9371_9372_Israel,97.819,100,9.41E-159,555,Genbank
ESV_1373,Pyrgo_Rik_9347_consensus0_1557,87.077,100,6.16E-101,363,Genbank
ESV_1374,Encrusting_Rik_9441_consensus0_977,96.594,100,3.43E-153,536,Genbank
ESV_1375,Lacogromia_cassipara_18990,84.472,99,6.29E-86,313,Genbank
ESV_1376,Stainforthia_sp._17321,92.857,99,1.27E-132,468,Genbank
ESV_1377,Glabratella_sp._17918,89.103,97,1.02E-108,388,Genbank
ESV_1379,Heterostegina_depressa_sp1_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_1382,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,97.214,100,1.58E-156,547,Genbank
ESV_1383,Textularid_Rik_9397_consensus3_750,78.467,84,1.11E-43,172,Genbank
ESV_1384,Eggerelloides_scaber_12301,96.285,100,1.6E-151,531,Genbank
ESV_1385,Trifarina_earlandi_&_Uvigerina_bifurcata,94.427,100,1.62E-141,497,Genbank
ESV_1387,Eggerelloides_scaber_12301,95.975,100,7.42E-150,525,Genbank
ESV_1389,Elphidium_Rik_9327_9337_9350_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_1390,Textularid_Rik_9399_consensus0_1584,97.538,100,3.41E-158,553,Genbank
ESV_1391,Planorbulinella_sp._17893,96.894,99,2.65E-154,540,Genbank
ESV_1392,Murrayinella_globosa_18043,97.523,100,3.41E-158,553,Genbank
ESV_1393,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,87.926,100,1.7E-106,381,Genbank
ESV_1396,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_1397,Cyrea_szymborska_17247,95.161,96,9.74E-139,488,Genbank
ESV_1399,Planorbulinella_sp._17893,97.826,99,2.63E-159,556,Genbank
ESV_1400,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,83.385,99,6.34E-81,296,Genbank
ESV_1401,Peneroplis_sp1_Spermonde,98.675,94,3.41E-153,536,Genbank
ESV_1402,Textularid_Rik_9398_consensus128_73,91.304,100,9.89E-124,438,Genbank
ESV_1403,Peneroplis_sp1_Spermonde,99.007,94,7.32E-155,542,Genbank
ESV_1405,Elphidium_Rik_9327_9337_9350_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_1406,Borelis_schlumbergeri_3737_Spermonde,93.458,100,2.09E-135,477,Genbank
ESV_1407,Cyrea_szymborska_17247,94.681,87,1.28E-122,435,Genbank
ESV_1411,Amphisorus_&_Amphisorus_SpL_&_Amphisorus_SpS_Spermonde,98.423,99,7.27E-160,558,Genbank
ESV_1412,Heterostegina_depressa_sp1_Spermonde,96.285,100,1.6E-151,531,Genbank
ESV_1413,Pyrgo_Rik_9347_consensus0_1557,86.462,100,1.33E-97,351,Genbank
ESV_1414,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,98.754,99,9.4E-164,571,Genbank
ESV_1418,Elphidium_Rik_9327_9337_9350_Spermonde,96.19,98,4.47E-147,516,Genbank
ESV_1419,Elphidium_Rik_9327_9337_9350_Spermonde,96.508,98,9.6E-149,521,Genbank
ESV_1420,Borelis_schlumbergeri_3737_Spermonde,95.327,100,2.07E-145,510,Genbank
ESV_1421,Heterostegina_depressa_sp1_Spermonde,96.904,100,2.65E-154,540,Genbank
ESV_1423,Textularid_Rik_9399_consensus0_1584,90.712,100,1.67E-121,431,Genbank
ESV_1424,Cyrea_szymborska_17247,94.516,96,2.11E-135,477,Genbank
ESV_1426,Heterostegina_depressa_sp1_Spermonde,98.142,100,1.57E-161,564,Genbank
ESV_1427,Cyrea_szymborska_17247,93.871,96,1.64E-131,464,Genbank
ESV_1428,Heterostegina_depressa_sp1_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_1429,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_1430,Heterostegina_depressa_sp1_Spermonde,95.692,100,3.45E-148,520,Genbank
ESV_1431,Calcarina_sp._5164_Spermonde,98.438,99,1.57E-161,564,Genbank
ESV_1432,Cyrea_szymborska_17247,95.498,96,2.09E-140,494,Genbank
ESV_1433,Encrusting_Rik_9441_consensus0_977,97.826,99,2.63E-159,556,Genbank
ESV_1434,Encrusting_Rik_9441_consensus0_977,97.484,98,2.05E-155,544,Genbank
ESV_1436,Trifarina_earlandi_&_Uvigerina_bifurcata,97.523,100,3.41E-158,553,Genbank
ESV_1438,Cyrea_szymborska_17247,94.314,93,2.72E-129,457,Genbank
ESV_1439,Murrayinella_globosa_18043,87.654,100,7.91E-105,375,Genbank
ESV_1441,Sorites_sp1_Spermonde,96.855,99,4.41E-152,532,Genbank
ESV_1442,Milliolid_red_Rik_9370_9371_9372_Israel,98.73,98,2.02E-160,560,Genbank
ESV_1443,Amphistegina_lobifera,96.285,100,1.6E-151,531,Genbank
ESV_1444,Murrayinella_globosa_18043,97.214,100,1.58E-156,547,Genbank
ESV_1445,Pyrgo_Rik_9347_consensus0_1557,96.855,99,4.41E-152,532,Genbank
ESV_1446,Amphistegina_lobifera,97.833,100,7.32E-160,558,Genbank
ESV_1448,Cribrorotalia_sp._17611,97.484,98,2.05E-155,544,Genbank
ESV_1450,Cyrea_szymborska_17247,93.092,94,2.14E-125,444,Genbank
ESV_1451,Eggerelloides_scaber_12301,94.118,100,7.53E-140,492,Genbank
ESV_1452,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,98.762,100,7.27E-165,575,Genbank
ESV_1453,Elphidium_Rik_9327_9337_9350_Spermonde,95.975,100,7.42E-150,525,Genbank
ESV_1455,Elphidium_Rik_9327_9337_9350_Spermonde,95.873,98,2.08E-145,510,Genbank
ESV_1456,Cyrea_szymborska_17247,95.806,96,4.5E-142,499,Genbank
ESV_1457,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,97.523,100,3.41E-158,553,Genbank
ESV_1458,Amphistegina_lobifera,97.833,100,7.32E-160,558,Genbank
ESV_1459,Rosalina_sp._17595,97.826,99,2.63E-159,556,Genbank
ESV_1460,Encrusting_Rik_9441_consensus0_977,98.452,100,3.38E-163,569,Genbank
ESV_1461,Micrometula_sp._17554,89.841,98,1.01E-113,405,Genbank
ESV_1462,Milliolid_red_Rik_9370_9371_9372_Israel,96.885,100,9.47E-154,538,Genbank
ESV_1463,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,91.304,99,2.77E-124,440,Genbank
ESV_1464,Planorbulinella_sp._17893,98.137,99,5.66E-161,562,Genbank
ESV_1465,Cribrorotalia_sp._17611,97.17,98,9.54E-154,538,Genbank
ESV_1466,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_1469,Eggerelloides_scaber_12301,95.356,100,1.61E-146,514,Genbank
ESV_1470,Textularid_Rik_9399_consensus0_1584,88.715,98,1.02E-108,388,Genbank
ESV_1471,Glabratella_sp._17918,98.142,100,1.57E-161,564,Genbank
ESV_1472,Discanomalina_coronata_18034,95.975,100,7.42E-150,525,Genbank
ESV_1473,Murrayinella_globosa_18043,87.654,100,7.91E-105,375,Genbank
ESV_1475,Trifarina_earlandi_&_Uvigerina_bifurcata,97.214,100,1.58E-156,547,Genbank
ESV_1478,Trifarina_earlandi_&_Uvigerina_bifurcata,88.854,99,6.07E-111,396,Genbank
ESV_1479,Cyrea_szymborska_17247,92.557,96,7.69E-125,442,Genbank
ESV_1480,Operculina_ammonoides,97.523,100,3.41E-158,553,Genbank
ESV_1482,Amphistegina_radiata_Spermonde,96.296,100,1.6E-151,531,Genbank
ESV_1485,Discanomalina_coronata_18034,75.926,98,5.22E-37,150,Genbank
ESV_1487,Heterostegina_depressa_sp2_Spermonde,97.214,100,5.7E-156,545,Genbank
ESV_1489,Micrometula_sp._17554,88.462,97,2.2E-105,377,Genbank
ESV_1490,Amphistegina_lobifera,96.594,100,3.43E-153,536,Genbank
ESV_1495,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_1500,Stainforthia_sp._17321,96.914,100,7.37E-155,542,Genbank
ESV_1501,Cyrea_szymborska_17247,94.481,95,9.78E-134,472,Genbank
ESV_1505,Encrusting_Rik_9441_consensus0_977,96.285,99,5.74E-151,529,Genbank
ESV_1506,Lacogromia_cassipara_18990,88.854,100,1.69E-111,398,Genbank
ESV_1507,Amphistegina_lobifera,97.214,100,1.58E-156,547,Genbank
ESV_1508,Heterostegina_depressa_sp1_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_1509,Borelis_schlumbergeri_3737_Spermonde,96.573,100,4.41E-152,532,Genbank
ESV_1511,Encrusting_Rik_9441_consensus0_977,97.214,99,5.7E-156,545,Genbank
ESV_1512,Discanomalina_coronata_18034,87.307,100,3.68E-103,370,Genbank
ESV_1514,Eggerelloides_scaber_12301,96.594,100,3.43E-153,536,Genbank
ESV_1515,Stainforthia_sp._17321,98.452,100,3.38E-163,569,Genbank
ESV_1516,Calcarina_hispida_Ambon_&_Calcarina_spengleri_&_Calcarina_sp._5247_Spermonde,100,94,5.66E-161,562,Genbank
ESV_1519,Amphistegina_radiata_Spermonde,97.222,100,1.58E-156,547,Genbank
ESV_1520,Operculina_ammonoides,97.523,100,3.41E-158,553,Genbank
ESV_1521,Entzia_macrescens_13533,78.481,96,6.61E-51,196,Genbank
ESV_1522,Murrayinella_globosa_18043,92.879,100,3.53E-133,470,Genbank
ESV_1523,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,99.071,99,5.62E-166,579,Genbank
ESV_1524,Murrayinella_globosa_18043,86.42,100,3.71E-98,353,Genbank
ESV_1525,Milliolid_red_Rik_9370_9371_9372_Israel,98.095,98,4.38E-157,549,Genbank
ESV_1526,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,98.452,100,3.38E-163,569,Genbank
ESV_1527,Textularid_Rik_9398_consensus128_73,92.466,91,4.63E-117,416,Genbank
ESV_1528,Glabratella_sp._17918,97.833,100,7.32E-160,558,Genbank
ESV_1531,Borelis_schlumbergeri_3737_Spermonde,97.508,100,4.38E-157,549,Genbank
ESV_1534,Calcarina_sp._5164_Spermonde,97.812,99,3.41E-158,553,Genbank
ESV_1535,Eggerelloides_scaber_12301,86.792,98,3.71E-98,353,Genbank
ESV_1537,Pyrgo_Rik_9347_consensus0_1557,83.792,100,1.36E-82,302,Genbank
ESV_1538,Borelis_schlumbergeri_3737_Spermonde,93.769,100,4.5E-137,483,Genbank
ESV_1540,Oridorsalis_umbonatus_18653,93.498,100,1.63E-136,481,Genbank
ESV_1543,Heterostegina_depressa_sp2_Spermonde,96.19,98,4.47E-147,516,Genbank
ESV_1545,Amphistegina_radiata_Spermonde,95.046,99,2.69E-144,507,Genbank
ESV_1546,Operculina_ammonoides,97.214,100,1.58E-156,547,Genbank
ESV_1547,Heterostegina_depressa_sp2_Spermonde,96,100,7.42E-150,525,Genbank
ESV_1548,Lacogromia_cassipara_18990,89.783,100,1.68E-116,414,Genbank
ESV_1551,Pyrgo_Rik_9347_consensus0_1557,86.769,100,1.03E-98,355,Genbank
ESV_1552,Miliolid_Rik_9400_9405_Israel,82.624,87,2.98E-64,241,Genbank
ESV_1553,Psammina_limbata_18230,86.111,100,1.73E-96,348,Genbank
ESV_1555,Heterostegina_depressa_sp1_Spermonde,97.833,100,7.32E-160,558,Genbank
ESV_1556,Cribrorotalia_sp._17611,96.594,100,3.43E-153,536,Genbank
ESV_1557,Borelis_schlumbergeri_3737_Spermonde,98.095,98,4.38E-157,549,Genbank
ESV_1558,Heterostegina_depressa_sp2_Spermonde,95.666,100,3.45E-148,520,Genbank
ESV_1559,Entzia_macrescens_13533,88.636,95,2.85E-104,374,Genbank
ESV_1560,Heterostegina_depressa_sp2_Spermonde,95.873,98,2.08E-145,510,Genbank
ESV_1562,Cyrea_szymborska_17247,94.855,96,4.53E-137,483,Genbank
ESV_1563,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_1564,Cyrea_szymborska_17247,92.763,94,9.89E-124,438,Genbank
ESV_1565,Murrayinella_globosa_18043,89.441,99,1.01E-113,405,Genbank
ESV_1566,Textularid_Rik_9399_consensus0_1584,89.623,98,1.01E-113,405,Genbank
ESV_1567,Peneroplis_sp1_Spermonde,97.819,100,9.41E-159,555,Genbank
ESV_1568,Encrusting_Rik_9441_consensus0_977,97.214,100,1.58E-156,547,Genbank
ESV_1570,Pyrgo_Rik_9347_consensus0_1557,86.154,100,2.22E-95,344,Genbank
ESV_1571,Glabratella_sp._17918,97.833,100,7.32E-160,558,Genbank
ESV_1572,Sorites_sp2_Spermonde,98.428,99,2.02E-160,560,Genbank
ESV_1573,Amphistegina_lessonii,97.833,100,7.32E-160,558,Genbank
ESV_1574,Amphistegina_radiata_Spermonde,96.904,100,7.37E-155,542,Genbank
ESV_1575,Textularid_Rik_9399_consensus0_1584,79.692,99,1.09E-58,222,Genbank
ESV_1576,Trifarina_earlandi_&_Uvigerina_bifurcata,97.188,99,7.37E-155,542,Genbank
ESV_1578,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,82.099,100,8.26E-75,276,Genbank
ESV_1579,Cyrea_szymborska_17247,91.118,94,2.17E-115,411,Genbank
ESV_1581,Trifarina_earlandi_&_Uvigerina_bifurcata,98.119,99,9.44E-159,555,Genbank
ESV_1582,Textularid_Rik_9397_consensus3_750,92.131,94,5.99E-121,429,Genbank
ESV_1583,Stainforthia_sp._17321,94.427,99,5.82E-141,496,Genbank
ESV_1584,Peneroplis_sp1_Spermonde,95.95,100,9.54E-149,521,Genbank
ESV_1585,Stainforthia_sp._17321,97.833,100,7.32E-160,558,Genbank
ESV_1588,Amphistegina_lobifera,95.356,100,1.61E-146,514,Genbank
ESV_1589,Haynesina_germanica_18209,97.84,100,7.32E-160,558,Genbank
ESV_1590,Textularid_Rik_9398_consensus128_73,89.937,99,7.75E-115,409,Genbank
